SSIC,UEN,firm_type,ownership_type,exp_total_rnd,no_sc_researchers,no_pr_researchers,no_fc_researchers,no_phd_researchers,no_masters_researchers,no_bachelors_researchers,no_nondegree_researchers,no_postgrad_researchers
S2,5530,SME,IHL,2909.678,527,173,129,132,181,57,192,39
S2,5531,LLC,Public RI,3501.454,179,155,17,864,122,158,89,141
S3,5532,MNC,Gov,1216.477,512,740,184,344,327,349,763,36
S1,5533,SME,Gov,1753.645,217,293,118,178,280,83,117,315
S2,5534,MNC,Public RI,4155.267,155,206,265,87,332,107,666,346
S2,5535,MNC,Gov,1867.525,114,459,352,568,465,299,159,320
S3,5536,LLC,Gov,2431.441,880,139,598,382,71,126,39,235
S3,5537,SME,Public RI,1897.589,138,464,294,356,63,99,245,540
S1,5538,MNC,Gov,2760.144,362,193,211,501,288,336,285,335
S3,5539,MNC,Gov,3772.047,70,168,141,321,307,63,149,70
S2,5540,LLC,Gov,4039.688,611,574,33,134,394,184,702,704
S1,5541,MNC,Gov,3658.904,106,172,307,408,569,333,770,268
S1,5542,LLC,IHL,2361.329,1350,162,401,158,50,76,154,41
S2,5543,SME,IHL,1194.956,514,445,597,161,73,305,343,22
S2,5544,MNC,Private,2239.806,341,374,251,331,140,381,202,151
S1,5545,SME,Private,3220.444,149,265,55,196,429,795,256,179
S3,5546,LLC,Private,2298.695,548,130,390,122,311,27,365,219
S3,5547,MNC,Public RI,2240.878,685,293,236,641,516,28,95,247
S3,5548,MNC,IHL,2554.987,479,695,115,493,114,312,88,98
S3,5549,MNC,Gov,2568.893,184,159,290,155,113,549,223,296
S2,5550,LLC,Gov,1978.371,147,555,322,814,350,207,453,186
S1,5551,MNC,Private,3526.441,348,314,193,178,581,376,136,142
S2,5552,LLC,Gov,2202.104,301,315,124,102,439,27,162,81
S3,5553,LLC,Private,1089.473,338,84,397,154,462,258,382,174
S2,5554,MNC,IHL,7130.6,182,234,51,664,141,620,182,975
S2,5555,MNC,Public RI,2494.965,120,41,225,155,125,79,245,554
S2,5556,LLC,Private,2394.031,473,538,337,870,30,181,193,152
S2,5557,MNC,Gov,3107.839,292,331,577,53,232,586,368,300
S1,5558,MNC,Public RI,2417.248,523,229,309,405,191,204,160,171
S1,5559,LLC,Gov,3243.492,90,8,481,59,244,158,391,28
S3,5560,SME,IHL,1957.464,20,607,806,569,150,169,176,411
S1,5561,LLC,Public RI,2309.639,138,185,72,60,108,402,523,344
S1,5562,MNC,Gov,2406.023,144,46,224,407,163,394,427,119
S2,5563,MNC,Private,2730.983,42,517,697,124,396,237,217,520
S1,5564,MNC,Gov,2823.491,445,97,113,138,518,251,122,242
S3,5565,MNC,Public RI,1183.373,213,606,281,180,136,576,198,237
S1,5566,MNC,IHL,2737.465,254,265,239,540,147,376,92,594
S2,5567,LLC,IHL,3523.609,254,601,124,323,171,144,263,356
S3,5568,SME,Private,3864.59,209,138,596,636,505,601,356,170
S2,5569,LLC,IHL,3500.422,542,302,74,563,169,502,482,212
S1,5570,SME,IHL,3501.401,303,400,573,144,97,430,419,582
S2,5571,LLC,IHL,4903.315,17,274,246,70,81,335,561,202
S3,5572,MNC,Private,3347.828,322,784,231,351,278,202,215,363
S1,5573,MNC,Gov,3127.32,740,11,87,455,326,136,106,495
S1,5574,SME,Private,3326.041,157,241,217,544,232,240,89,144
S3,5575,SME,Public RI,4197.404,109,614,187,183,200,176,496,502
S3,5576,MNC,IHL,2772.709,399,571,772,57,420,178,426,68
S2,5577,SME,Private,2251.935,61,424,487,132,107,196,468,366
S2,5578,LLC,Public RI,2830.826,1467,9,96,321,202,229,179,709
S3,5579,LLC,IHL,2771.093,860,324,241,379,73,236,667,222
S2,5580,SME,Public RI,2339.078,492,331,547,389,85,212,80,231
S3,5581,SME,IHL,3811.83,214,30,386,236,147,889,159,156
S3,5582,LLC,IHL,3811.177,215,155,63,343,247,152,370,195
S3,5583,SME,Private,3351.451,199,218,634,376,131,168,182,169
S2,5584,SME,Public RI,3694.306,630,190,407,753,225,584,276,154
S2,5585,LLC,Gov,1657.933,171,37,333,397,152,186,93,79
S2,5586,MNC,Public RI,2361.589,85,287,541,678,295,420,80,354
S3,5587,LLC,IHL,3362.632,160,333,229,772,565,166,685,369
S1,5588,SME,IHL,3073.256,212,159,345,608,169,349,316,693
S1,5589,MNC,Public RI,2070.374,93,192,237,438,619,279,531,173
S1,5590,LLC,Private,1748.498,244,122,326,257,166,186,106,117
S1,5591,LLC,IHL,2273.837,125,189,271,536,479,205,165,242
S1,5592,MNC,Private,2388.863,195,540,258,183,331,392,353,394
S1,5593,SME,Private,2529.317,278,249,567,316,225,203,208,492
S3,5594,SME,Gov,4566.017,148,119,175,257,413,223,261,326
S2,5595,LLC,IHL,3477.955,320,53,117,59,35,346,199,55
S1,5596,LLC,Public RI,3693.878,208,345,134,565,366,558,570,764
S3,5597,SME,Public RI,4924.423,1350,180,649,200,232,175,261,24
S2,5598,LLC,Private,1748.123,592,459,99,565,338,52,190,287
S2,5599,MNC,Public RI,2217.842,235,266,110,607,511,301,231,85
S3,5600,LLC,Gov,1816.766,335,261,136,238,56,326,316,539
S3,5601,MNC,Private,2421.225,491,169,622,170,74,385,451,288
S1,5602,MNC,IHL,3758.46,199,107,160,524,512,137,101,268
S1,5603,MNC,IHL,2944.76,435,225,172,868,230,287,139,209
S1,5604,MNC,Gov,2925.903,416,157,342,258,327,480,123,156
S3,5605,SME,Public RI,3197.899,318,261,249,364,65,451,318,157
S1,5606,SME,IHL,2807.059,72,73,325,585,205,228,760,138
S2,5607,SME,Gov,2953.523,198,253,112,301,75,356,267,565
S1,5608,LLC,Gov,4444.625,106,101,210,143,203,183,214,117
S2,5609,SME,Private,2823.627,171,320,186,78,253,347,363,537
S1,5610,SME,IHL,3605.714,687,927,27,177,183,490,333,102
S1,5611,LLC,Public RI,1474.789,226,371,851,1253,429,212,270,133
S3,5612,LLC,IHL,1554.938,423,273,86,31,130,755,116,67
S2,5613,MNC,Private,2892.914,206,834,194,37,74,118,428,411
S1,5614,LLC,IHL,2186.717,482,114,32,491,1035,511,350,186
S2,5615,LLC,Public RI,3560.748,175,134,203,244,13,132,203,172
S2,5616,SME,IHL,3456.23,711,99,101,46,59,288,43,208
S3,5617,SME,Gov,3388.245,181,432,197,78,160,125,76,700
S3,5618,MNC,IHL,2712.155,125,336,88,396,314,684,69,225
S3,5619,MNC,Private,2461.844,58,21,242,374,234,37,67,622
S2,5620,MNC,Private,2864.193,114,134,31,556,206,136,462,270
S3,5621,MNC,IHL,3980.149,413,488,227,120,308,77,338,925
S2,5622,MNC,Public RI,4143.964,345,138,164,422,27,457,365,173
S3,5623,SME,Gov,1887.544,686,318,344,218,279,96,357,79
S2,5624,LLC,IHL,3171.991,120,201,120,130,258,160,388,312
S2,5625,LLC,IHL,3744.062,45,611,461,443,42,294,160,254
S2,5626,LLC,Public RI,3186.952,175,410,329,703,124,121,125,286
S3,5627,LLC,Private,2492.507,225,345,194,306,144,39,82,1032
S1,5628,SME,Gov,1569.223,41,77,123,925,258,75,95,305
S3,5629,LLC,Gov,2997.629,353,128,75,842,392,233,75,279
S1,5630,MNC,Private,2497.837,231,122,118,342,840,531,450,273
S2,5631,LLC,Private,2297.398,199,225,47,324,1122,277,540,271
S1,5632,SME,IHL,2166.721,240,440,31,290,127,151,81,209
S1,5633,SME,IHL,2341.797,270,770,259,142,159,144,435,356
S1,5634,LLC,Private,2596.337,213,162,178,208,40,274,247,217
S3,5635,SME,Gov,2339.257,511,99,511,100,536,392,225,299
S2,5636,MNC,Public RI,2435.903,17,227,710,367,18,253,365,423
S1,5637,LLC,IHL,2809.582,542,394,914,364,77,609,152,335
S3,5638,SME,Private,4429.929,476,310,118,425,173,265,258,170
S3,5639,LLC,Gov,3332.939,725,354,445,376,280,828,166,189
S3,5640,MNC,Private,4118.159,243,149,140,771,325,147,146,146
S3,5641,SME,IHL,2627.223,130,301,63,106,327,268,288,377
S3,5642,MNC,Gov,2407.394,155,79,557,174,168,96,78,49
S3,5643,MNC,Private,1538.143,222,232,106,121,293,217,311,135
S1,5644,SME,IHL,2727.926,292,629,85,122,934,127,842,376
S2,5645,MNC,IHL,2527.162,58,288,1153,414,633,501,110,83
S3,5646,SME,Gov,5849.785,119,50,195,112,302,127,96,17
S3,5647,LLC,Gov,3877.62,213,232,118,213,490,460,105,92
S3,5648,LLC,IHL,1767.896,360,181,217,244,683,802,168,143
S2,5649,LLC,IHL,2289.401,602,163,281,71,196,522,186,133
S1,5650,MNC,Gov,2621.803,215,313,14,37,332,279,321,118
S3,5651,SME,Gov,3088.24,28,29,184,272,550,354,596,190
S2,5652,LLC,Public RI,3655.374,373,768,58,518,285,63,648,368
S2,5653,LLC,Private,1992.307,509,956,487,642,282,158,220,60
S3,5654,SME,Private,5626.978,135,168,138,316,328,125,563,33
S1,5655,SME,Private,3518.293,78,771,251,576,995,260,203,126
S3,5656,SME,Public RI,2838.537,260,360,365,458,135,329,468,124
S2,5657,MNC,Private,4980.073,552,360,458,226,344,363,266,358
S2,5658,LLC,Public RI,3153.395,97,409,126,554,258,195,238,33
S3,5659,MNC,Public RI,3887.681,330,169,157,217,114,274,118,252
S2,5660,SME,IHL,3366.631,304,174,70,152,761,350,642,351
S1,5661,SME,Gov,1680.354,321,70,185,244,490,193,312,189
S1,5662,MNC,Private,3315.376,667,184,233,308,407,270,524,296
S2,5663,SME,IHL,2711.469,108,408,112,242,448,222,69,149
S1,5664,SME,Gov,1548.598,523,181,490,521,195,107,336,48
S2,5665,LLC,IHL,2081.799,86,146,601,135,903,372,11,298
S2,5666,LLC,Public RI,1933.742,491,378,408,26,571,231,173,125
S1,5667,SME,IHL,4784.45,67,344,30,270,76,292,143,179
S3,5668,SME,Public RI,2904.026,296,492,86,864,413,70,624,590
S2,5669,SME,Private,3729.255,342,480,100,137,453,299,118,311
S2,5670,MNC,Private,4011.205,251,431,431,294,212,878,211,210
S2,5671,LLC,IHL,2771.362,222,179,282,197,185,409,547,152
S1,5672,SME,IHL,4224.772,334,470,221,27,328,140,73,184
S2,5673,SME,Public RI,2412.495,516,415,161,205,891,99,383,114
S1,5674,LLC,Private,2237.778,213,60,216,1090,354,540,556,200
S3,5675,SME,Public RI,2086.199,263,745,138,450,345,486,554,350
S1,5676,MNC,Public RI,4187.023,701,139,341,260,277,174,476,317
S1,5677,MNC,IHL,4005.067,210,68,22,106,137,193,121,97
S2,5678,SME,Public RI,2002.693,46,400,178,197,222,210,194,552
S2,5679,LLC,Gov,1578.416,89,228,557,770,233,149,555,160
S3,5680,SME,Gov,2274.065,573,344,12,94,623,107,793,150
S3,5681,SME,Public RI,2203.301,541,667,489,602,715,30,161,26
S3,5682,LLC,Gov,3792.524,52,112,106,211,319,106,117,580
S1,5683,MNC,Private,3312.926,256,386,235,300,976,303,225,158
S2,5684,LLC,Gov,4042.111,871,86,331,178,75,110,172,243
S1,5685,SME,Gov,3401.446,404,144,423,59,35,244,317,133
S3,5686,MNC,IHL,4055.027,208,565,409,184,357,353,521,208
S1,5687,SME,Public RI,4990.556,286,10,613,313,443,240,129,277
S1,5688,MNC,Gov,1410.92,610,386,308,1292,319,78,511,802
S2,5689,SME,IHL,2136.57,451,107,239,563,58,217,645,476
S2,5690,MNC,IHL,3164.352,546,1003,187,88,143,74,279,586
S2,5691,MNC,Private,3515.346,675,166,695,480,493,535,702,398
S2,5692,SME,Gov,2929.062,105,578,367,206,475,370,87,198
S1,5693,SME,Gov,2878.215,138,225,458,553,561,113,207,570
S1,5694,SME,IHL,2185.296,216,513,204,302,93,395,270,734
S2,5695,SME,Gov,3356.316,305,198,161,329,260,477,78,166
S1,5696,MNC,Gov,3806.115,188,729,119,855,292,660,164,59
S3,5697,LLC,Public RI,2255.488,224,789,650,431,623,158,666,78
S3,5698,SME,IHL,3550.32,130,599,540,46,327,408,239,152
S1,5699,MNC,IHL,4439.933,649,42,346,221,436,411,232,313
S3,5700,MNC,Private,3017.756,778,500,390,452,111,507,287,401
S2,5701,SME,Gov,2572.498,152,1089,80,697,924,390,87,455
S1,5702,LLC,IHL,2361.236,388,194,713,316,208,24,326,379
S1,5703,LLC,Public RI,3494.16,29,465,62,172,676,236,342,574
S1,5704,LLC,Gov,2732.067,65,1096,461,115,327,541,70,176
S3,5705,LLC,Private,3333.65,222,293,511,159,343,248,455,104
S1,5706,MNC,Private,1541.401,46,13,335,110,649,349,304,712
S2,5707,LLC,Gov,3989.823,377,479,911,377,19,114,657,294
S2,5708,LLC,Private,2676.39,561,232,158,205,609,274,460,867
S1,5709,SME,IHL,2406.173,293,284,376,144,229,144,100,201
S1,5710,LLC,Gov,2477.306,179,624,364,123,204,315,649,291
S3,5711,MNC,Public RI,3563.463,84,532,315,69,123,523,460,588
S1,5712,SME,Gov,1839.314,750,490,176,138,178,303,119,194
S1,5713,LLC,Private,3738.503,124,288,630,123,151,723,218,289
S3,5714,LLC,Public RI,1884.125,771,131,129,32,163,601,90,301
S2,5715,MNC,Gov,2988.582,402,57,451,140,276,396,570,146
S1,5716,LLC,Private,2100.039,362,113,234,447,442,380,264,91
S1,5717,MNC,Gov,4342.607,138,303,189,187,524,124,394,126
S2,5718,SME,Gov,1316.444,325,511,691,313,260,134,394,398
S1,5719,LLC,Private,2902.906,311,204,427,277,284,223,229,59
S3,5720,MNC,IHL,2604.542,252,61,357,42,240,238,901,125
S2,5721,LLC,Private,2472.417,208,252,370,410,224,222,204,566
S1,5722,MNC,Private,3078.085,78,315,113,479,138,1041,136,443
S2,5723,LLC,Public RI,4510.432,84,261,175,206,410,193,147,91
S2,5724,LLC,Private,2888.937,167,458,129,108,246,344,159,234
S3,5725,MNC,IHL,2933.591,204,649,108,96,83,88,456,804
S2,5726,MNC,Gov,2919.737,454,91,179,327,261,22,304,442
S3,5727,SME,Gov,4257.078,343,42,91,58,107,117,134,183
S1,5728,MNC,Public RI,3910.024,56,237,727,154,384,265,125,74
S2,5729,SME,IHL,2083.478,53,34,62,653,197,250,570,529
S2,5730,MNC,Gov,3408.963,464,55,485,130,261,225,146,68
S3,5731,LLC,IHL,3937.098,227,280,368,266,365,262,224,123
S3,5732,SME,Gov,1946.294,149,736,290,1007,63,86,41,45
S1,5733,LLC,Gov,3367.642,84,402,451,62,626,147,510,32
S3,5734,LLC,Gov,2858.254,412,254,359,322,739,300,225,689
S1,5735,SME,Private,2204.456,265,79,193,290,84,358,433,226
S3,5736,MNC,Private,2348.761,141,83,246,251,302,80,404,451
S1,5737,MNC,Gov,3573.905,190,58,340,100,46,310,384,227
S3,5738,LLC,Gov,3133.782,200,285,101,402,521,519,296,272
S2,5739,SME,IHL,1495.523,221,416,191,34,275,344,118,230
S1,5740,LLC,Public RI,2680.588,55,440,322,118,467,591,628,160
S1,5741,MNC,IHL,1799.203,1053,412,519,325,729,44,390,328
S1,5742,SME,Public RI,2737.422,310,421,162,288,285,167,25,177
S3,5743,SME,Private,3642.775,223,180,23,137,123,42,298,128
S3,5744,MNC,Public RI,3549.721,187,135,467,527,82,108,78,279
S3,5745,LLC,Gov,2697.63,139,124,137,185,65,86,115,285
S3,5746,MNC,Public RI,3105.704,224,427,625,426,588,698,148,851
S1,5747,MNC,IHL,3167.663,300,382,655,171,222,54,159,544
S3,5748,SME,Private,2605.888,134,27,422,188,524,254,569,369
S2,5749,SME,Private,3856.964,221,543,172,286,303,215,224,107
S3,5750,LLC,Public RI,3746.692,39,114,274,301,524,300,170,191
S2,5751,SME,Gov,3377.178,321,67,399,535,142,621,142,78
S1,5752,SME,Public RI,2530.417,202,195,105,289,42,291,523,83
S1,5753,SME,Private,2678.166,183,253,999,143,61,270,64,123
S1,5754,LLC,IHL,1817.147,348,158,514,264,51,548,470,238
S1,5755,LLC,Private,2596.743,120,131,381,421,180,232,86,223
S3,5756,SME,Public RI,3401.049,101,1248,92,202,39,46,235,629
S1,5757,LLC,Private,4011.806,216,197,137,323,309,137,354,452
S1,5758,MNC,Public RI,3646.816,292,498,79,83,716,185,51,158
S3,5759,LLC,Public RI,3967.546,521,103,285,140,372,149,473,151
S2,5760,LLC,Private,2554.385,391,226,721,98,465,367,25,404
S1,5761,LLC,IHL,4236.522,388,163,727,132,118,400,43,116
S1,5762,MNC,Public RI,3181.632,396,169,140,417,150,377,43,271
S1,5763,SME,Private,2903.289,682,141,581,703,87,359,234,134
S3,5764,SME,Private,2996.355,59,490,221,260,148,408,180,283
S1,5765,SME,Gov,1427.984,265,515,294,177,591,231,102,665
S3,5766,MNC,Private,3486.036,607,232,237,255,347,35,98,103
S1,5767,SME,Private,4295.156,279,118,157,606,97,193,342,140
S2,5768,SME,Private,1662.655,182,48,155,52,216,251,129,151
S1,5769,LLC,Gov,2906.867,268,238,116,306,719,289,265,284
S2,5770,LLC,Private,2577.968,76,294,283,577,148,296,418,356
S3,5771,LLC,Gov,3233.331,326,356,222,95,450,604,156,493
S2,5772,LLC,Gov,4262.685,618,251,209,213,648,348,829,28
S1,5773,SME,Public RI,3365.983,419,367,81,672,165,425,289,261
S1,5774,LLC,Public RI,3350.291,137,364,259,456,114,292,697,435
S3,5775,LLC,Gov,2739.776,745,239,750,492,178,363,25,251
S1,5776,SME,Private,3169.855,216,392,282,444,116,592,231,174
S3,5777,MNC,Public RI,3289.36,291,418,576,21,549,398,309,40
S1,5778,SME,Public RI,1538.329,295,502,97,436,275,269,378,208
S3,5779,SME,Public RI,2493.529,266,480,70,136,560,58,346,150
S3,5780,SME,Private,1861.932,221,28,478,226,121,419,206,137
S1,5781,MNC,IHL,3202.782,371,486,1588,159,608,83,278,516
S2,5782,SME,Public RI,2841.219,208,88,614,134,46,444,462,177
S2,5783,SME,Gov,1245.923,178,110,234,337,159,49,286,130
S3,5784,MNC,Public RI,3341.122,605,114,175,793,467,79,337,381
S3,5785,LLC,Private,1989.708,390,488,662,382,392,72,276,509
S1,5786,MNC,Private,3644.299,115,141,163,448,277,143,271,446
S3,5787,SME,IHL,2130.352,228,286,127,179,522,170,423,18
S3,5788,SME,IHL,1994.635,68,210,478,357,148,257,266,217
S3,5789,LLC,Public RI,2974.624,159,201,530,189,502,15,164,401
S1,5790,LLC,Gov,4947.985,834,34,156,202,158,121,285,320
S3,5791,SME,Private,3456.372,485,313,205,244,141,79,92,224
S2,5792,SME,Gov,2142.391,496,171,260,717,326,43,186,400
S2,5793,SME,Private,3984.495,190,120,406,243,290,588,328,275
S3,5794,MNC,Gov,2650.861,168,277,155,375,409,100,289,255
S1,5795,MNC,Gov,2164.415,101,293,349,64,184,165,203,126
S2,5796,MNC,IHL,1735.807,400,150,379,630,57,89,47,192
S3,5797,SME,Private,2366.378,584,420,141,287,43,319,287,361
S1,5798,LLC,Private,4284.754,553,116,60,444,187,270,212,450
S3,5799,MNC,Public RI,2356.725,182,130,26,282,775,320,177,618
S1,5800,MNC,Gov,2149.351,374,292,301,209,47,253,198,433
S3,5801,SME,Gov,2401.135,298,299,215,194,135,102,154,192
S2,5802,LLC,Public RI,3781.751,38,161,78,99,374,40,235,217
S1,5803,LLC,Public RI,2985.38,813,1071,362,292,149,482,427,335
S1,5804,SME,Private,3406.145,251,632,873,104,389,191,469,446
S2,5805,LLC,IHL,4556.911,172,622,519,115,225,322,265,512
S3,5806,MNC,Private,2972.419,109,175,143,209,260,61,41,599
S1,5807,SME,IHL,5126.31,790,173,151,621,472,203,539,1308
S1,5808,MNC,IHL,1881.231,372,53,274,96,463,84,270,38
S1,5809,LLC,Public RI,2095.791,211,582,407,551,289,382,180,816
S3,5810,LLC,Private,3433.984,473,315,144,120,268,233,213,371
S2,5811,SME,Private,2702.863,1094,89,132,603,278,510,333,175
S1,5812,MNC,IHL,2713.086,150,208,567,517,102,327,459,189
S2,5813,MNC,Public RI,3393.358,75,381,955,365,60,228,593,476
S3,5814,MNC,Gov,2136.895,851,377,309,292,798,763,258,283
S2,5815,LLC,Gov,2082.633,500,120,202,133,215,302,416,409
S3,5816,MNC,IHL,2478.276,261,90,762,6,45,90,131,367
S2,5817,MNC,IHL,3996.071,242,127,354,498,372,351,182,181
S1,5818,MNC,Private,3336.64,364,482,508,149,435,36,1187,104
S3,5819,MNC,IHL,2630.704,225,77,534,220,237,83,285,177
S2,5820,LLC,Public RI,3481.068,338,525,399,62,666,241,476,241
S1,5821,SME,Public RI,4445.452,194,132,291,364,542,461,222,475
S1,5822,LLC,Private,3771.068,17,586,827,240,777,346,151,278
S2,5823,LLC,Private,3114.061,398,193,215,166,136,829,250,460
S3,5824,MNC,Public RI,2697.9,359,309,425,376,291,156,63,38
S3,5825,MNC,Public RI,2536.483,263,316,193,552,403,590,99,655
S1,5826,MNC,Private,2998.599,342,154,1268,133,23,87,85,230
S2,5827,LLC,Private,4406.611,69,534,108,102,278,332,304,359
S3,5828,MNC,IHL,3423.173,262,109,191,341,235,268,867,133
S3,5829,SME,Gov,3572.732,183,320,206,293,342,304,381,680
S3,5830,MNC,IHL,1866.367,383,201,355,596,127,260,490,86
S2,5831,MNC,Private,5799.307,337,184,247,409,1518,175,271,148
S2,5832,LLC,Private,3354.643,425,247,284,392,214,281,271,156
S2,5833,LLC,Gov,1946.69,430,154,132,339,172,174,454,257
S2,5834,LLC,Public RI,2095.508,142,354,39,166,617,239,498,487
S1,5835,MNC,Gov,3074.415,378,138,50,258,56,375,611,544
S3,5836,SME,IHL,5714.58,81,503,469,137,199,39,164,168
S3,5837,LLC,IHL,3087.713,63,132,322,251,124,494,198,301
S3,5838,SME,IHL,3596.155,264,363,429,355,304,455,522,57
S1,5839,LLC,IHL,1963.817,107,130,310,422,446,823,494,252
S1,5840,SME,Public RI,2760.074,175,228,270,541,161,290,674,387
S1,5841,SME,Public RI,6640.409,584,71,149,197,184,248,245,222
S1,5842,SME,IHL,2780.153,510,316,241,85,412,337,47,184
S2,5843,MNC,IHL,4322.457,110,28,150,135,238,533,222,195
S1,5844,SME,Gov,3410.879,333,253,217,113,114,96,31,33
S3,5845,LLC,IHL,4340.498,182,392,215,450,233,82,291,310
S3,5846,MNC,Gov,2968.403,197,179,137,304,488,1001,399,219
S1,5847,MNC,Private,3542.664,230,122,504,232,423,278,613,44
S3,5848,LLC,Public RI,2521.514,262,121,270,259,490,294,458,200
S3,5849,SME,Public RI,2051.383,81,84,358,126,137,60,207,91
S2,5850,MNC,Private,1921.511,245,223,354,556,321,73,298,41
S3,5851,LLC,Public RI,3653.446,125,459,78,534,51,345,231,203
S1,5852,SME,Public RI,1547.764,300,81,629,404,170,578,130,135
S1,5853,LLC,Gov,2699.283,381,99,409,187,304,88,133,378
S3,5854,SME,Public RI,3819.658,169,388,610,100,163,180,254,230
S2,5855,MNC,Gov,4721.349,11,608,460,265,272,56,150,126
S1,5856,MNC,IHL,2758.604,80,136,381,120,147,75,112,47
S1,5857,MNC,Public RI,2199.231,82,127,282,348,142,613,96,385
S2,5858,MNC,IHL,2130.471,94,82,293,87,387,523,411,158
S2,5859,MNC,Public RI,2857.766,99,175,123,68,39,86,667,103
S3,5860,MNC,Gov,3236.233,143,307,57,218,137,350,535,724
S2,5861,MNC,IHL,5503.009,501,1389,471,245,106,347,114,138
S3,5862,MNC,Public RI,1936.811,33,132,38,56,721,104,480,20
S1,5863,SME,IHL,1558.458,217,312,188,84,406,103,511,11
S3,5864,LLC,Private,4135.994,125,35,966,380,291,364,346,833
S2,5865,LLC,Private,1603.55,717,374,193,140,22,79,148,317
S3,5866,MNC,IHL,2202.829,734,606,173,640,813,671,259,74
S1,5867,SME,Public RI,2741.504,537,449,324,113,787,172,36,421
S2,5868,LLC,Private,2089.933,93,200,306,591,153,112,582,211
S3,5869,MNC,Public RI,1989.19,77,642,217,64,264,336,376,21
S2,5870,LLC,Private,2273.875,103,107,655,597,590,303,539,128
S1,5871,SME,IHL,1756.551,434,234,930,119,176,367,105,864
S2,5872,SME,Private,3339.644,74,145,176,284,148,236,227,294
S3,5873,SME,IHL,3901.625,23,334,265,605,51,103,4,294
S2,5874,LLC,Private,2455.13,352,262,233,262,245,112,198,87
S3,5875,LLC,Private,4680.042,761,35,173,289,376,337,147,336
S3,5876,SME,Public RI,3048.567,638,88,104,54,380,173,135,235
S2,5877,MNC,Public RI,4330.373,100,136,305,344,191,341,84,108
S2,5878,MNC,Gov,2552.147,99,370,235,60,468,119,161,99
S1,5879,SME,Private,2031.265,374,140,11,134,335,262,372,443
S3,5880,MNC,Private,2780.952,584,671,280,79,39,196,505,472
S2,5881,MNC,Private,3065.368,371,235,22,967,209,815,158,295
S1,5882,LLC,Gov,2948.444,115,377,293,208,28,217,585,165
S2,5883,SME,Gov,3351.34,141,36,231,431,196,362,299,196
S1,5884,MNC,IHL,5250.9,157,266,54,616,214,811,743,280
S3,5885,LLC,IHL,1921.47,195,44,622,206,259,131,535,277
S3,5886,SME,Private,2152.176,75,131,199,247,108,161,168,232
S2,5887,SME,Public RI,1405.567,61,452,23,867,134,339,196,1184
S2,5888,MNC,IHL,3811.686,275,361,316,399,100,446,307,140
S1,5889,SME,IHL,2709.826,426,76,142,772,229,433,285,448
S3,5890,LLC,Public RI,5934.421,436,344,178,554,639,45,157,345
S1,5891,LLC,Public RI,1237.728,716,114,86,363,58,115,244,1280
S3,5892,SME,IHL,2203.549,185,163,62,189,189,255,284,300
S3,5893,LLC,Private,2001.994,456,625,425,416,224,225,146,46
S1,5894,LLC,IHL,4815.907,95,242,318,346,53,424,49,172
S2,5895,LLC,IHL,2577.894,404,1144,221,270,79,504,123,112
S2,5896,LLC,IHL,2854.592,93,122,147,538,376,340,338,332
S3,5897,LLC,Gov,2745.128,442,16,229,249,214,9,865,229
S3,5898,SME,Public RI,3135.474,416,87,314,174,82,27,443,76
S2,5899,MNC,Private,3318.204,108,211,174,70,372,136,147,282
S2,5900,MNC,Private,1741.967,382,418,251,628,144,430,222,17
S3,5901,LLC,Private,3120.674,199,164,160,1205,431,29,299,208
S2,5902,LLC,Private,3975.395,106,252,703,16,217,87,316,518
S2,5903,MNC,Gov,2886.74,18,431,69,195,217,286,625,259
